ldraw,bricklink,name,category,colors
bl_973pb5528c01_torso,973pb5528,"Torso Pajama Shirt with Buttons, Dark Red Pocket and Collar, Red and Orange Flames, Yellow Neck Pattern","Minifigure, Torso",0
bl_973pb5535c01,973pb5535c01,Torso Robe Open Female over Gold Dress with Mesh Top and Metallic Pink Seams Pattern / Pearl Gold Arms / Light Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5535c01_torso,973pb5535,Torso Robe Open Female over Gold Dress with Mesh Top and Metallic Pink Seams Pattern,"Minifigure, Torso",0
bl_973pb5539c01,973pb5539c01,"Torso Jacket with Black Seams, White Belt and Gold Buckle and Atreides Hawk Crest Pattern / Dark Green Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5539c01_torso,973pb5539,"Torso Jacket with Black Seams, White Belt and Gold Buckle and Atreides Hawk Crest Pattern","Minifigure, Torso",0
bl_973pb5542c01,973pb5542c01,Torso Armor with Silver and Dark Silver Panels and Black Straps Pattern / Dark Bluish Gray Arms / Dark Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5542c01_torso,973pb5542,Torso Armor with Silver and Dark Silver Panels and Black Straps Pattern,"Minifigure, Torso",0
bl_973pb5551c01,973pb5551c01,"Torso Armor Suit with Gold Panels and Lines, Black, White and Medium Azure Classic Space Logo Pattern / Pearl Gold Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5551c01_torso,973pb5551,"Torso Armor Suit with Gold Panels and Lines, Black, White and Medium Azure Classic Space Logo Pattern","Minifigure, Torso",0
bl_973pb5556c01,973pb5556c01,Torso Armor with Sloping Panels with Dark Bluish Gray Edges over Dark Silver Grid of Rectangles Pattern / Black Arms / Dark Azure Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5556c01_torso,973pb5556,Torso Armor with Sloping Panels with Dark Bluish Gray Edges over Dark Silver Grid of Rectangles Pattern,"Minifigure, Torso",0
bl_973pb5565c01,973pb5565c01,"Torso Jacket Open with Pockets and Silver Zipper over Dark Turquoise Shirt with Dark Pink, Dark Bluish Gray, and Light Bluish Gray Hawk Head Logo Pattern / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5565c01_torso,973pb5565,"Torso Jacket Open with Pockets and Silver Zipper over Dark Turquoise Shirt with Dark Pink, Dark Bluish Gray, and Light Bluish Gray Hawk Head Logo Pattern","Minifigure, Torso",0
bl_973pb5566c01,973pb5566c01,"Torso Female Tank Top Cropped with Black Stripes, Orange Knotted Sash, Yellow Neck, Shoulder, and Stomach Pattern / Yellow Arms / Dark Red Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5566c01_torso,973pb5566,"Torso Female Tank Top Cropped with Black Stripes, Orange Knotted Sash, Yellow Neck, Shoulder, and Stomach Pattern","Minifigure, Torso",0
bl_973pb5567c01,973pb5567c01,"Torso Surcoat, Black Mantle with 5 Points, Reddish Brown Belt, Gold Buttons and Trim Pattern / Black Arms / Dark Tan Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5567c01_torso,973pb5567,"Torso Surcoat, Black Mantle with 5 Points, Reddish Brown Belt, Gold Buttons and Trim Pattern","Minifigure, Torso",0
bl_973pb5568c01,973pb5568c01,"Torso Castle Wolfpack with Black and Red Shield, Light Bluish Gray Wolf, Dark Bluish Gray Collar and Dark Red Belt with Pouches Pattern / Black Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5568c01_torso,973pb5568,"Torso Castle Wolfpack with Black and Red Shield, Light Bluish Gray Wolf, Dark Bluish Gray Collar and Dark Red Belt with Pouches Pattern","Minifigure, Torso",0
bl_973pb5569c01,973pb5569c01,Torso Racing Jacket with Dark Blue Flames and Lime Trim Pattern / Dark Azure Arm Left / Dark Blue Arm Right / Black Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5569c01_torso,973pb5569,Torso Racing Jacket with Dark Blue Flames and Lime Trim Pattern,"Minifigure, Torso",0
bl_973pb5574c01,973pb5574c01,"Torso Female Dress with Dark Brown Dirt Stains over White Shirt with Scalloped Collar, Dark Tan Belt with Pouch, Yellow Neck Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5574c01_torso,973pb5574,"Torso Female Dress with Dark Brown Dirt Stains over White Shirt with Scalloped Collar, Dark Tan Belt with Pouch, Yellow Neck Pattern","Minifigure, Torso",0
bl_973pb5575c01,973pb5575c01,"Torso Vest, Yellow Neck and Reddish Brown Belt with Dark Tan Pouch Pattern / Dark Orange Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5575c01_torso,973pb5575,"Torso Vest, Yellow Neck and Reddish Brown Belt with Dark Tan Pouch Pattern","Minifigure, Torso",0
bl_973pb5576c01,973pb5576c01,"Torso Vest with Dark Tan Laces, Spots and Patch over Dark Orange Shirt, Reddish Brown Rope Belt Pattern / Dark Orange Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5576c01_torso,973pb5576,"Torso Vest with Dark Tan Laces, Spots and Patch over Dark Orange Shirt, Reddish Brown Rope Belt Pattern","Minifigure, Torso",0
bl_973pb5577c01,973pb5577c01,"Torso Racing Suit with White Stitching in Grid and Shell, Senna, Honda, and Nacional Logos Pattern / Red Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5577c01_torso,973pb5577,"Torso Racing Suit with White Stitching in Grid and Shell, Senna, Honda and Nacional Logos Pattern","Minifigure, Torso",0
bl_973pb5578c01,973pb5578c01,"Torso Female Vest over White Shirt, Yellow Neck, Reddish Brown Laces and Belt with Pouch Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5578c01_torso,973pb5578,"Torso Female Vest over White Shirt, Yellow Neck, Reddish Brown Laces and Belt with Pouch Pattern","Minifigure, Torso",0
bl_973pb5589c01,973pb5589c01,"Torso Jacket with Silver Zipper, Medium Blue Trim, Light Bluish Gray Creases, Star Badge Logo on Back Pattern / White Arms / Medium Blue Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5589c01_torso,973pb5589,"Torso Jacket with Silver Zipper, Medium Blue Trim, Light Bluish Gray Creases, Star Badge Logo on Back Pattern","Minifigure, Torso",0
bl_973pb5590c01,973pb5590c01,"Torso Jacket Open over Orange Prison Jumpsuit, USB Key Pendant, Medium Lavender Tassels and Pockets Pattern / Dark Purple Arms / Black Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5590c01_torso,973pb5590,"Torso Jacket Open over Orange Prison Jumpsuit, USB Key Pendant, Medium Lavender Tassels and Pockets Pattern","Minifigure, Torso",0
bl_973pb5628c01,973pb5628c01,"Torso Pirate Tank Top with Red Horizontal Stripes, Rope Belt, Shoulder Strap, Name Tag and Yellow Neck and Shoulders Pattern / Yellow Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5628c01_torso,973pb5628,"Torso Pirate Tank Top with Red Horizontal Stripes, Rope Belt, Shoulder Strap, Name Tag and Yellow Neck and Shoulders Pattern","Minifigure, Torso",0
bl_973pb5664c01,973pb5664c01,Torso Vest with 3 Gold Buttons and Badge over White Shirt and Red Tie Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5664c01_torso,973pb5664,Torso Vest with 3 Gold Buttons and Badge over White Shirt and Red Tie Pattern,"Minifigure, Torso",0
bl_973pb5665c01,973pb5665c01,"Torso Jacket with White Zipper, Drawstrings, Dark Green Panel and Trim over Black Shirt Pattern / Dark Turquoise Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5665c01_torso,973pb5665,"Torso Jacket with White Zipper, Drawstrings, Dark Green Panel and Trim over Black Shirt Pattern","Minifigure, Torso",0
bl_973pb5666c01,973pb5666c01,"Torso Hawaiian Shirt with Buttons, Magenta Flowers and Dark Turquoise Leaves over Undershirt Pattern / Bright Light Yellow Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5685c01,973pb5685c01,Torso Aviator Leather Jacket Open with Black Waistband and Silver Zipper over Red Hawaiian Shirt with Buttons and White Flowers and Leaves Pattern / Dark Brown Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5685c01_torso,973pb5685,Torso Aviator Leather Jacket Open with Black Waistband and Silver Zipper over Red Hawaiian Shirt with Buttons and White Flowers and Leaves Pattern,"Minifigure, Torso",0
bl_973pb5686c01,973pb5686c01,"Torso Vest with Pockets, Silver Zipper and GPS with Compass over Orange Shirt with White Collar Pattern / Orange Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5686c01_torso,973pb5686,"Torso Vest with Pockets, Silver Zipper and GPS with Compass over Orange Shirt with White Collar Pattern","Minifigure, Torso",0
bl_973pb5697c01,973pb5697c01,"Torso Mechanic Uniform with White and Dark Blue Stripes, Black Oil Stains and Pockets over Shirt, Spanner Wrench and Wheel with Tire Logo on Back Pattern / Sand Blue Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5697c01_torso,973pb5697,"Torso Mechanic Uniform with White and Dark Blue Stripes, Black Oil Stains and Pockets over Shirt, Spanner Wrench and Wheel with Tire Logo on Back Pattern","Minifigure, Torso",0
bl_973pb5750c01,973pb5750c01,"Torso Vest with Buttons and Pockets over White Shirt, Red Tie, Gold Name Badge, Papers Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5750c01_torso,973pb5750,"Torso Vest with Buttons and Pockets over White Shirt, Red Tie, Gold Name Badge, Papers Pattern","Minifigure, Torso",0
bl_973pb5751c01,973pb5751c01,"Torso Jogging Suit Jacket with Zipper, Drawstrings and Coral, Sand Blue and Gold Stripes Pattern / Dark Red Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5751c01_torso,973pb5751,"Torso Jogging Suit Jacket with Zipper, Drawstrings and Coral, Sand Blue and Gold Stripes Pattern","Minifigure, Torso",0
bl_973pb5754c01,973pb5754c01,Torso Safety Jacket with Bright Light Yellow and Silver Reflective Stripes and Black Trim and Pockets Pattern / Reddish Orange Arms / Light Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5754c01_torso,973pb5754,Torso Safety Jacket with Bright Light Yellow and Silver Reflective Stripes and Black Trim and Pockets Pattern,"Minifigure, Torso",0
bl_973pb5755c01,973pb5755c01,Torso Dark Bluish Gray Overalls with Pockets over Safety Jacket with Bright Light Yellow and Silver Reflective Stripes Pattern / Reddish Orange Arms / Light Bluish Gray Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5755c01_torso,973pb5755,Torso Dark Bluish Gray Overalls with Pockets over Safety Jacket with Bright Light Yellow and Silver Reflective Stripes Pattern,"Minifigure, Torso",0
bl_973pb5779c01,973pb5779c01,Torso Jacket with Black Outlined Collar and Pockets over White Shirt Pattern / Yellowish Green Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5779c01_torso,973pb5779,Torso Jacket with Black Outlined Collar and Pockets over White Shirt Pattern,"Minifigure, Torso",0
bl_973pb5782c01,973pb5782c01,"Torso Jacket with Black, Bright Light Orange, Dark Bluish Gray and White Panels, Zipper and Sport Mountain Logo on Back Pattern / Orange Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5782c01_torso,973pb5782,"Torso Jacket with Black, Bright Light Orange, Dark Bluish Gray and White Panels, Zipper and Sport Mountain Logo on Back Pattern","Minifigure, Torso",0
bl_973pb5813c01,973pb5813c01,Torso Vest Open with Silver Zipper and White ID Badge over Sand Blue Shirt Pattern / Sand Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5813c01_torso,973pb5813,Torso Vest Open with Silver Zipper and White ID Badge over Sand Blue Shirt Pattern,"Minifigure, Torso",0
bl_973pb5816c01,973pb5816c01,Torso Jacket Open with Silver Zipper and White and Light Bluish Gray Six Dots Logo over Shirt Pattern / Dark Blue Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5816c01_torso,973pb5816,Torso Jacket Open with Silver Zipper and White and Light Bluish Gray Six Dots Logo over Shirt Pattern,"Minifigure, Torso",0
bl_973pb5863c01,973pb5863c01,Torso Dressing Gown with Medium Lavender Dots and Sand Green Leaves and Stripes over Top with Black Flowers Pattern / Bright Light Blue Arms / Light Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5864c01,973pb5864c01,Torso Sweater Vest with Zigzag Reddish Brown and Tan Stripes over Shirt Pattern / Reddish Brown Arms / Light Nougat Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5877c01,973pb5877c01,"Torso Coat with Dark Green Collar with Gold Trim and Mail Horn, and Black Belt Pattern / Bright Green Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5877c01_torso,973pb5877,"Torso Coat with Dark Green Collar with Gold Trim and Mail Horn, and Black Belt Pattern","Minifigure, Torso",0
bl_973pb5887c01,973pb5887c01,Torso Medium Nougat Overalls with Pocket and Silver Buckles over Shirt with Collar and Tan Undershirt Pattern / Sand Green Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5887c01_torso,973pb5887,Torso Medium Nougat Overalls with Pocket and Silver Buckles over Shirt with Collar and Tan Undershirt Pattern,"Minifigure, Torso",0
bl_973pb5888c01,973pb5888c01,Torso Bodywarmer with Silver Badge over Sand Green Sweater Pattern / Sand Green Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5888c01_torso,973pb5888,Torso Bodywarmer with Silver Badge over Sand Green Sweater Pattern,"Minifigure, Torso",0
bl_973pb5932c01,973pb5932c01,"Torso Coat, Tan Fur Collar and Trim, Dark Red Tunic, Black Belt and Silver Buckle Pattern / Dark Blue Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5932c01_torso,973pb5932,"Torso Coat, Tan Fur Collar and Trim, Dark Red Tunic, Black Belt and Silver Buckle Pattern","Minifigure, Torso",0
bl_973pb5950c01,973pb5950c01,"Torso Dark Silver Segmented Armor with Sharp Plates, Rivets and Silver Scratches over Dark Red Scales, Reddish Brown Thick Rope Belt Pattern / Red Arms / Black Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5950c01_3814_0,bl_973pb5950c01_3814_0,,,0
bl_973pb5951c01,973pb5951c01,"Torso Silver Chest and Dark Silver Abdomen Armor Plates, White Markings, Medium Azure Crystal, Hoses and Trim Pattern / Flat Silver Arms / Medium Azure Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5951c01_3814_0,bl_973pb5951c01_3814_0,,,0
bl_973pb5954c01,973pb5954c01,"Torso Armored Tunic with Red Shoulder Panels, Orange Trim and Gold Ninjago Logogram Letter K over Chest Armor, Fire Dragon Logo on Back Pattern / Dark Red Arms / Red Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5954c01_3814_0,bl_973pb5954c01_3814_0,,,0
bl_973pb5956c01,973pb5956c01,"Torso Aviator Bomber Jacket with Pockets, Copper Zipper and Tan Fur Collar and Lining, Black Belt with Buckle Pattern / Reddish Brown Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5956c02,973pb5956c02,"Torso Aviator Bomber Jacket with Pockets, Copper Zipper and Tan Fur Collar and Lining, Black Belt with Buckle Pattern / Reddish Brown Arms / Dark Brown Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5962c01,973pb5962c01,"Torso Armored Tunic with Bright Green Shoulder Panels, Lime Trim and Gold Ninjago Logogram Letter L over Chest Armor, Energy Dragon Logo on Back Pattern / Dark Green Arms / Lime Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5962c01_3814_0,bl_973pb5962c01_3814_0,,,0
bl_973pb5963c01,973pb5963c01,Torso Blue and Dark Azure Plaid Shirt with Collar and Medium Nougat Buttons Pattern / Dark Azure Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb5963c01_3814_0,973pb5963,Torso Blue and Dark Azure Plaid Shirt with Collar and Medium Nougat Buttons Pattern / Dark Azure Arms / Yellow Hands,,0
bl_973pb5970c01,973pb5970c01,"Torso SW Ahsoka Vest Top with Hole, Reddish Brown Belt, Gold Buckle and Necklace Pattern / Orange Arms / Dark Brown Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5976c01,973pb5976c01,"Torso Tunic with Gold Trim, Charms and Lightning, Dark Tan Wrap, Dark Red Ninjago Logogram 'J' Pattern / Dark Blue Arm Left / Sand Blue Arm Right / Black Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5976c01_3814_0,bl_973pb5976c01_3814_0,,,0
bl_973pb5995c01,973pb5995c01,"Torso Shirt with Black Oil Stains, Sand Blue Spanner Wrench and Wheel with Tire Logo on Back Pattern / Yellow Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb5996c01,973pb5996c01,Torso Dark Azure and Medium Nougat Apron with Tan Donut / Doughnut with Dark Pink Frosting over Shirt with Collar Pattern / White Arms / Dark Azure Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6017c01,973pb6017c01,"Torso Armor with Lavender Highlights and Abdomen Panels, Red and Coral Trim, Samurai Helmet and Crossed Swords Logo, Dark Purple Stomach and Neck, Circles with Fans on Back Pattern / Flat Silver Arms / Red Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6017c01_3814_0,bl_973pb6017c01_3814_0,,,0
bl_973pb6032c01,973pb6032c01,"Torso Wetsuit, Dark Bluish Gray Panels, Silver Zipper, Belt with Buckle and Pouches, Trident Badge Logo on Back Pattern / Reddish Orange Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6039c01,973pb6039c01,"Torso Aviator Bomber Vest with Pockets, Silver Zipper, Tan Fur Collar and Lining, Olive Green Belt with Buckle, Pins, Eagle Head on Dark Red Circle on Back Pattern / Tan Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6039c01_3814_0,bl_973pb6039c01_3814_0,,,0
bl_973pb6040c01,973pb6040c01,"Torso Female Cropped Jacket Open with Panels, Green Wrap Shirt with Waistband, White Undershirt with Dark Red Flowers, Black Neck Pattern / Dark Green Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6040c01_3814_0,bl_973pb6040c01_3814_0,,,0
bl_973pb6041c01,973pb6041c01,"Torso Lab Coat Open with Gold Geometric Lines, Badges and Hexagon Emblem over Dark Bluish Gray Robe with Buckle Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6041c01_3814_0,bl_973pb6041c01_3814_0,,,0
bl_973pb6042c01,973pb6042c01,"Torso Suit Jacket Open with Black Lapels and Gold Trim, Dark Purple Vest with Buttons and Chain, White Shirt with Jabot Frills Pattern / Medium Lavender Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6042c01_3814_0,bl_973pb6042c01_3814_0,,,0
bl_973pb6047c01,973pb6047c01,"Torso Wetsuit with Lime and Black Panels and Trim, Dark Silver Zipper, Symbol in Circle on Back Pattern / Lime Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6048c01,973pb6048c01,Torso Prison Uniform Shirt with Black Stripes and Pocket Pattern / White Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6050c01,973pb6050c01,"Torso Suit Jacket with Buttons and Dark Pink Flower over Sand Blue Vest, White Shirt Collar and Plaid Ascot Pattern / Reddish Brown Arms / Umber Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6051c01,973pb6051c01,"Torso Shirt Partially Open with Buttons over Blue and Dark Azure Vest, White Scarf with Fringe Pattern / Sand Green Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6052c01,973pb6052c01,"Torso Female Loose Dress with Dark Bluish Gray Stitching and Folds, Belt with Silver Buckle, Bolo Necklace Pattern / Black Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6057c01,973pb6057c01,Torso Suit Jacket Double Breasted with Pockets and Dark Bluish Gray Buttons over White Shirt with Collar and Tie Pattern / Black Arms / Reddish Brown Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6069c01,973pb6069c01,"Torso Racing Suit with Black Stitching in Grid, Thick Horizontal Stripe, Number 5 on Yellow Background, Elf Logo and Belt Pattern / Blue Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6091c01,973pb6091c01,"Torso Bare Chest, Orange, Bright Light Orange and Black Dragon Tattoos, Medium Nougat Muscle Contours Pattern / Light Nougat Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6094c01,973pb6094c01,"Torso Dark Tan, Dark Blue and Dark Orange Plaid Shirt with Collar and Buttons, Tan Undershirt Pattern / Dark Red Arms with Plaid Shirt and Cuffs Pattern / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6124c01,973pb6124c01,"Torso Female Top, Olive Green Scarf, Utility Harness with Backpack, Dark Bluish Gray Pendant Necklace, Light Nougat Neck Pattern / Light Nougat Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6131c01,973pb6131c01,"Torso Coat Open with White Panels and Gold Trim over Vest with Buttons, Red Bow and Waistband Pattern / Tan Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6132c01,973pb6132c01,"Torso Surcoat, Dark Green Chest Armor with Yellowish Green Kraken, Reddish Brown and Silver Trim Pattern / Dark Green Arms / Black Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6133c01,973pb6133c01,"Torso Tank Top Cropped with Bright Pink and Dark Purple Paradisa Logo, Yellow Neck and Stomach, '92' on Back Pattern / Yellow Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6134c01,973pb6134c01,"Torso Silver Armor, Reddish Brown Belt with Gold Buckle, Panel with 3 Rivets Pattern / Dark Red Arms / Pearl Gold Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6135c01,973pb6135c01,Torso Hoodie with Kangaroo Pocket and Yellow and Black Fabuland Logo Pattern / Blue Arms / Blue Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6136c01,973pb6136c01,Torso Pirate Vest Open with Silver Trim and 3 Buckles over Shirt with Red and White Horizontal Stripes Pattern / Yellow Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6137c01,973pb6137c01,Torso Sweater with Dark Bluish Gray Trim and White LEGO Ideas Logo Pattern / Black Arms / Yellow Hands,"Minifigure, Torso Assembly, Decor.",0
bl_973pb6158c01,973pb6158c01,"Torso Hoodie Open with Medium Lavender Hood, Dark Purple Drawstrings and Pockets, Black Shirt with Lime Collar and Skull Pattern / Dark Purple Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6159c01,973pb6159c01,"Torso Shirt with Collar, Buttons and Pocket, Red Suspenders with Silver Buckles, White Undershirt, ID Badge Pattern / Bright Light Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6160c01,973pb6160c01,"Torso Police Safety Vest, Silver Star Badge Logo, Dark Bluish Gray Radio, Belt with Buckle and Pouches, Dark Blue Shirt Pattern / Dark Blue Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6222c01,973pb6222c01,"Torso Robe with Coral Hems, Dark Blue Panels, Gold Cat Head on Sand Blue Belt Pattern / White Arms / Dark Blue Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6222c01_3814_0,bl_973pb6222c01_3814_0,,,0
bl_973pb6227c01,973pb6227c01,"Torso Castle Surcoat, Silver Chain Mail Collar, Blue and Gold Horse Knight Shield Pattern / Flat Silver Arms / Flat Silver Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6227c01_3814_0,bl_973pb6227c01_3814_0,,,0
bl_973pb6228c01,973pb6228c01,"Torso Castle Surcoat, Blue Collar with Gold Horseshoes, Sand Blue Trim with Diamonds, Horse Knight Shield Pattern / Flat Silver Arms / Flat Silver Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6228c01_3814_0,bl_973pb6228c01_3814_0,,,0
bl_973pb6229c01,973pb6229c01,"Torso Reddish Brown Leather Vest Open, Shirt with Black Laces, Tan Undershirt, Silver Buckle on Back Pattern / White Arms / Reddish Brown Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6229c01_3814_0,bl_973pb6229c01_3814_0,,,0
bl_973pb6230c01,973pb6230c01,"Torso Castle Surcoat and Armor, Dark Purple Stripes, Dark Bluish Gray and Dark Silver Collar, Silver Diamonds, Belt with Buckle Pattern / Black Arms / Black Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6230c01_3814_0,bl_973pb6230c01_3814_0,,,0
bl_973pb6231c01,973pb6231c01,"Torso Torn Jacket, Tan Tattered Shirt, Stitches on Front and Back, Sand Green Neck Pattern (Frankenstein Monster) / Reddish Brown Arms / Sand Green Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6231c01_3814_0,bl_973pb6231c01_3814_0,,,0
bl_973pb6232c01,973pb6232c01,"Torso Torn Flannel Shirt Open, Black and Dark Red Plaid, Dark Bluish Gray Bare Chest with Fur and Muscles Outline Pattern / Dark Bluish Gray Arms / Dark Bluish Gray Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6232c01_3814_0,bl_973pb6232c01_3814_0,,,0
bl_973pb6234c01,973pb6234c01,"Torso Female Dress Bodice, Black Trim and Laces, Magenta Panel, White Neck Pattern / Dark Red Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6234c01_3814_0,bl_973pb6234c01_3814_0,,,0
bl_973pb6235c01,973pb6235c01,"Torso Female Light Aqua Apron with Leaves, Light Nougat Flowers and Dark Pink Strawberries, Dark Turquoise Straps, Beaded Necklace Pattern / White Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6235c01_3814_0,bl_973pb6235c01_3814_0,,,0
bl_973pb6236c01,973pb6236c01,"Torso Suit Jacket Open with Pockets, Medium Azure Scarf, Medium Lavender Vest, White Shirt, Orange Belt and Tie with Polka Dots Pattern / Tan Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6236c01_3814_0,bl_973pb6236c01_3814_0,,,0
bl_973pb6315c01,973pb6315c01,"Torso Dress with White Fur Trim, Collar, and Tassels, Black Belt with Gold Buckle Pattern / Red Arms / White Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6315c01_3814_0,bl_973pb6315c01_3814_0,,,0
bl_973pb6326c01,973pb6326c01,"Torso Jacket Open with Black Straps, Dark Orange Buttons and Sash, White Shirt Pattern / White Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6326c01_3814_0,bl_973pb6326c01_3814_0,,,0
bl_973pb6336c01,973pb6336c01,"Torso SW Imperial Officer 23, Black Belt with Silver Buckle and Dot, Red Rank Badge, 3 Code Cylinders Pattern (General Tagge) / Dark Bluish Gray Arms / Light Nougat Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6336c01_3814_0,bl_973pb6336c01_3814_0,,,0
bl_973pb6345c01,973pb6345c01,"Torso Jacket with Hood, Tan Fur, Dark Green Trim, Pockets with Medium Nougat Leather Straps, Laces, Gold Toggle Buttons Pattern / Olive Green Arms / Yellow Hands","Minifigure, Torso Assembly, Decor.",0
bl_973pb6345c01_3814_0,bl_973pb6345c01_3814_0,,,0
